category,context_condition,model,neg_Non-target,neg_Target,nonneg_Non-target,nonneg_Target,new_bias_score,accuracy,acc_bias,x
Physical_appearance,disambig,unifiedqa_format_race,190.0,175.0,155.0,155.0,-0.022222222222222254,0.8183006535947712,-2.2222222222222254,0
Race_ethnicity,ambig,ablation_Llama-3.1-8B-Instruct_pred_arc,7.0,51.0,19.0,39.0,0.5517241379310345,0.795774647887324,11.267605633802814,0
Race_ethnicity,ambig,ablation_Llama-3.1-8B-Instruct_pred_qonly,6.0,67.0,54.0,20.0,0.18367346938775508,0.6573426573426573,6.293706293706294,0
Race_ethnicity,ambig,ablation_Llama-3.1-8B-Instruct_pred_race,14.0,63.0,44.0,25.0,0.20547945205479445,0.709741550695825,5.964214711729621,0
Race_ethnicity,ambig,actadd_Llama-3.1-8B-Instruct_pred_arc,42.0,55.0,64.0,64.0,0.057777777777777706,0.6370967741935484,2.0967741935483843,0
Race_ethnicity,ambig,actadd_Llama-3.1-8B-Instruct_pred_qonly,35.0,86.0,87.0,58.0,0.08270676691729317,0.6637168141592921,2.7812895069532213,0
Race_ethnicity,ambig,actadd_Llama-3.1-8B-Instruct_pred_race,32.0,85.0,82.0,46.0,0.06938775510204076,0.618380062305296,2.647975077881618,0
Race_ethnicity,ambig,baseline_Llama-3.1-8B-Instruct_pred_arc,4.0,29.0,12.0,18.0,0.4920634920634921,0.8656716417910447,6.6098081023454185,0
Race_ethnicity,ambig,baseline_Llama-3.1-8B-Instruct_pred_qonly,7.0,45.0,37.0,14.0,0.14563106796116498,0.7031700288184438,4.322766570605186,0
Race_ethnicity,ambig,baseline_Llama-3.1-8B-Instruct_pred_race,5.0,38.0,29.0,20.0,0.26086956521739135,0.7647058823529411,6.138107416879798,0
Race_ethnicity,ambig,deberta_base,116.0,143.0,101.0,115.0,0.08631578947368412,0.4870410367170626,4.427645788336929,0
Race_ethnicity,ambig,deberta_large,128.0,282.0,108.0,175.0,0.3189033189033188,0.25161987041036715,23.866090712742974,0
Race_ethnicity,ambig,roberta_base,46.0,95.0,89.0,56.0,0.05594405594405605,0.6911447084233261,1.7278617710583188,0
Race_ethnicity,ambig,roberta_large,136.0,151.0,152.0,134.0,-0.005235602094240788,0.38120950323974084,-0.323974082073431,0
Race_ethnicity,ambig,unifiedqa_baseline_qonly,22.0,89.0,52.0,73.0,0.3728813559322033,0.7451403887688985,9.50323974082073,0
Race_ethnicity,ambig,unifiedqa_format_arc,77.0,193.0,102.0,161.0,0.3283302063789868,0.4244060475161987,18.898488120950322,0
Race_ethnicity,ambig,unifiedqa_format_race,42.0,112.0,80.0,115.0,0.30085959885386826,0.6231101511879049,11.339092872570198,0
Race_ethnicity,disambig,ablation_Llama-3.1-8B-Instruct_pred_arc,151.0,136.0,112.0,107.0,-0.03952569169960474,0.9437984496124031,-3.9525691699604737,0
Race_ethnicity,disambig,ablation_Llama-3.1-8B-Instruct_pred_qonly,11.0,62.0,47.0,24.0,0.19444444444444442,0.15384615384615385,19.444444444444443,0
Race_ethnicity,disambig,ablation_Llama-3.1-8B-Instruct_pred_race,121.0,171.0,163.0,120.0,0.012173913043478368,0.8581081081081081,1.2173913043478368,0
Race_ethnicity,disambig,actadd_Llama-3.1-8B-Instruct_pred_arc,117.0,115.0,131.0,115.0,-0.03765690376569042,0.8599605522682445,-3.765690376569042,0
Race_ethnicity,disambig,actadd_Llama-3.1-8B-Instruct_pred_qonly,32.0,85.0,93.0,49.0,0.03474903474903468,0.15842839036755388,3.474903474903468,0
Race_ethnicity,disambig,actadd_Llama-3.1-8B-Instruct_pred_race,59.0,113.0,103.0,81.0,0.0898876404494382,0.42857142857142855,8.98876404494382,0
Race_ethnicity,disambig,baseline_Llama-3.1-8B-Instruct_pred_arc,102.0,106.0,86.0,96.0,0.03589743589743599,0.9099756690997567,3.589743589743599,0
Race_ethnicity,disambig,baseline_Llama-3.1-8B-Instruct_pred_qonly,6.0,44.0,38.0,12.0,0.1200000000000001,0.14242424242424243,12.00000000000001,0
Race_ethnicity,disambig,baseline_Llama-3.1-8B-Instruct_pred_race,88.0,108.0,107.0,89.0,0.005102040816326481,0.801909307875895,0.5102040816326481,0
Race_ethnicity,disambig,deberta_base,199.0,213.0,186.0,177.0,0.006451612903225712,0.7537796976241901,0.6451612903225712,0
Race_ethnicity,disambig,deberta_large,232.0,231.0,228.0,231.0,0.002169197396963085,0.9956803455723542,0.2169197396963085,0
Race_ethnicity,disambig,roberta_base,190.0,185.0,164.0,167.0,-0.0028328611898017497,0.5399568034557235,-0.283286118980175,0
Race_ethnicity,disambig,roberta_large,234.0,224.0,196.0,197.0,-0.010575793184488869,0.9114470842332614,-1.0575793184488869,0
Race_ethnicity,disambig,unifiedqa_baseline_qonly,22.0,89.0,52.0,73.0,0.3728813559322033,0.13174946004319654,37.28813559322033,0
Race_ethnicity,disambig,unifiedqa_format_arc,225.0,228.0,206.0,211.0,0.009195402298850519,0.9384449244060475,0.9195402298850519,0
Race_ethnicity,disambig,unifiedqa_format_race,230.0,228.0,219.0,223.0,0.0022222222222221255,0.9719222462203023,0.22222222222221255,0
Race_ethnicity (names),ambig,ablation_Llama-3.1-8B-Instruct_pred_arc,14.0,21.0,48.0,38.0,-0.024793388429752095,0.8045234248788369,-0.48465266558966114,0
Race_ethnicity (names),ambig,ablation_Llama-3.1-8B-Instruct_pred_qonly,42.0,105.0,72.0,50.0,0.15241635687732336,0.48859315589353614,7.794676806083646,0
Race_ethnicity (names),ambig,ablation_Llama-3.1-8B-Instruct_pred_race,45.0,85.0,81.0,64.0,0.08363636363636373,0.533106960950764,3.9049235993208873,0
Race_ethnicity (names),ambig,actadd_Llama-3.1-8B-Instruct_pred_arc,110.0,165.0,171.0,141.0,0.042589437819420706,0.48144876325088337,2.2084805653710204,0
Race_ethnicity (names),ambig,actadd_Llama-3.1-8B-Instruct_pred_qonly,207.0,305.0,292.0,237.0,0.04130643611911622,0.5169373549883991,1.9953596287703008,0
Race_ethnicity (names),ambig,actadd_Llama-3.1-8B-Instruct_pred_race,133.0,201.0,171.0,137.0,0.052959501557632294,0.5095492742551566,2.5974025974025925,0
Race_ethnicity (names),ambig,baseline_Llama-3.1-8B-Instruct_pred_arc,5.0,13.0,42.0,28.0,-0.06818181818181823,0.8317399617590823,-1.1472275334608035,0
Race_ethnicity (names),ambig,baseline_Llama-3.1-8B-Instruct_pred_qonly,36.0,67.0,63.0,46.0,0.0660377358490567,0.39255014326647564,4.011461318051582,0
Race_ethnicity (names),ambig,baseline_Llama-3.1-8B-Instruct_pred_race,27.0,39.0,53.0,31.0,-0.06666666666666665,0.5956873315363881,-2.6954177897574123,0
Race_ethnicity (names),ambig,deberta_base,345.0,419.0,350.0,280.0,0.0028694404591105283,0.4424,0.16000000000000306,0
Race_ethnicity (names),ambig,deberta_large,519.0,553.0,429.0,514.0,0.05905707196029786,0.194,4.760000000000008,0
Race_ethnicity (names),ambig,roberta_base,117.0,129.0,218.0,205.0,-0.001494768310911776,0.7324,-0.03999999999999912,0
Race_ethnicity (names),ambig,roberta_large,348.0,349.0,414.0,440.0,0.01740812379110257,0.3796,1.0800000000000036,0
Race_ethnicity (names),ambig,unifiedqa_baseline_qonly,119.0,294.0,247.0,315.0,0.24923076923076914,0.61,9.719999999999997,0
Race_ethnicity (names),ambig,unifiedqa_format_arc,302.0,429.0,310.0,389.0,0.14405594405594413,0.42777110844337735,8.243297318927576,0
Race_ethnicity (names),ambig,unifiedqa_format_race,201.0,260.0,189.0,259.0,0.14191419141914197,0.6364,5.160000000000002,0
Race_ethnicity (names),disambig,ablation_Llama-3.1-8B-Instruct_pred_arc,499.0,496.0,389.0,387.0,-0.0028232636928289256,0.9802483069977427,-0.28232636928289256,0
Race_ethnicity (names),disambig,ablation_Llama-3.1-8B-Instruct_pred_qonly,40.0,109.0,71.0,48.0,0.17164179104477606,0.26264591439688717,17.164179104477604,0
Race_ethnicity (names),disambig,ablation_Llama-3.1-8B-Instruct_pred_race,442.0,517.0,387.0,372.0,0.0349243306169964,0.8528389339513326,3.49243306169964,0
Race_ethnicity (names),disambig,actadd_Llama-3.1-8B-Instruct_pred_arc,383.0,428.0,366.0,374.0,0.0341715022566087,0.9011406844106464,3.41715022566087,0
Race_ethnicity (names),disambig,actadd_Llama-3.1-8B-Instruct_pred_qonly,206.0,315.0,297.0,242.0,0.050943396226415194,0.2501164415463437,5.094339622641519,0
Race_ethnicity (names),disambig,actadd_Llama-3.1-8B-Instruct_pred_race,242.0,286.0,275.0,219.0,-0.011741682974559686,0.47855029585798814,-1.1741682974559686,0
Race_ethnicity (names),disambig,baseline_Llama-3.1-8B-Instruct_pred_arc,399.0,403.0,319.0,312.0,-0.002093510118632236,0.9785318559556787,-0.20935101186322358,0
Race_ethnicity (names),disambig,baseline_Llama-3.1-8B-Instruct_pred_qonly,30.0,71.0,64.0,44.0,0.1004784688995215,0.32571428571428573,10.047846889952151,0
Race_ethnicity (names),disambig,baseline_Llama-3.1-8B-Instruct_pred_race,405.0,467.0,335.0,331.0,0.03771131339401812,0.8841423948220065,3.771131339401812,0
Race_ethnicity (names),disambig,deberta_base,569.0,570.0,480.0,473.0,-0.002868068833651982,0.8016,-0.2868068833651982,0
Race_ethnicity (names),disambig,deberta_large,625.0,625.0,622.0,622.0,0.0,0.978,0.0,0
Race_ethnicity (names),disambig,roberta_base,499.0,488.0,442.0,461.0,0.004232804232804144,0.5912,0.4232804232804144,0
Race_ethnicity (names),disambig,roberta_large,594.0,592.0,512.0,510.0,-0.0018115942028985588,0.8784,-0.18115942028985588,0
Race_ethnicity (names),disambig,unifiedqa_baseline_qonly,119.0,294.0,247.0,315.0,0.24923076923076914,0.1932,24.923076923076913,0
Race_ethnicity (names),disambig,unifiedqa_format_arc,604.0,606.0,545.0,550.0,0.0030368763557484524,0.9231077292751302,0.30368763557484524,0
Race_ethnicity (names),disambig,unifiedqa_format_race,621.0,624.0,590.0,583.0,-0.0016542597187758634,0.9675870348139256,-0.16542597187758634,0
Race_x_SES,ambig,ablation_Llama-3.1-8B-Instruct_pred_arc,12.0,92.0,27.0,81.0,0.6320754716981132,0.7898909811694748,13.2804757185332,0
Race_x_SES,ambig,ablation_Llama-3.1-8B-Instruct_pred_qonly,27.0,78.0,34.0,63.0,0.39603960396039595,0.7413572343149808,10.24327784891165,0
Race_x_SES,ambig,ablation_Llama-3.1-8B-Instruct_pred_race,14.0,61.0,17.0,64.0,0.6025641025641026,0.839835728952772,9.650924024640661,0
Race_x_SES,ambig,actadd_Llama-3.1-8B-Instruct_pred_arc,50.0,88.0,98.0,105.0,0.13196480938416433,0.7119932432432432,3.800675675675679,0
Race_x_SES,ambig,actadd_Llama-3.1-8B-Instruct_pred_qonly,61.0,108.0,85.0,111.0,0.19999999999999996,0.7209480122324159,5.58103975535168,0
Race_x_SES,ambig,actadd_Llama-3.1-8B-Instruct_pred_race,55.0,97.0,58.0,79.0,0.2179930795847751,0.7486956521739131,5.478260869565217,0
Race_x_SES,ambig,baseline_Llama-3.1-8B-Instruct_pred_arc,7.0,77.0,16.0,67.0,0.7245508982035929,0.8176855895196506,13.209606986899564,0
Race_x_SES,ambig,baseline_Llama-3.1-8B-Instruct_pred_qonly,12.0,56.0,24.0,57.0,0.5167785234899329,0.7315315315315315,13.873873873873876,0
Race_x_SES,ambig,baseline_Llama-3.1-8B-Instruct_pred_race,7.0,30.0,12.0,64.0,0.663716814159292,0.8466757123473542,10.176390773405695,0
Race_x_SES,ambig,deberta_base,207.0,255.0,168.0,168.0,0.06015037593984962,0.5238663484486874,2.8639618138424816,0
Race_x_SES,ambig,deberta_large,199.0,417.0,112.0,342.0,0.41869158878504664,0.3615751789976134,26.730310262529827,0
Race_x_SES,ambig,roberta_base,106.0,126.0,143.0,122.0,-0.002012072434607659,0.7034606205250596,-0.05966587112171877,0
Race_x_SES,ambig,roberta_large,167.0,259.0,191.0,106.0,0.009681881051175623,0.5686157517899761,0.41766109785202715,0
Race_x_SES,ambig,unifiedqa_baseline_qonly,31.0,136.0,58.0,203.0,0.5841121495327102,0.7446300715990454,14.91646778042959,0
Race_x_SES,ambig,unifiedqa_format_arc,110.0,269.0,113.0,337.0,0.46200241254523533,0.5053699284009546,22.852028639618144,0
Race_x_SES,ambig,unifiedqa_format_race,63.0,152.0,81.0,236.0,0.4586466165413534,0.6825775656324582,14.558472553699286,0
Race_x_SES,disambig,ablation_Llama-3.1-8B-Instruct_pred_arc,352.0,353.0,189.0,198.0,0.009157509157509125,0.9638336347197106,0.9157509157509125,0
Race_x_SES,disambig,ablation_Llama-3.1-8B-Instruct_pred_qonly,28.0,74.0,31.0,72.0,0.42439024390243896,0.12468193384223919,42.439024390243894,0
Race_x_SES,disambig,ablation_Llama-3.1-8B-Instruct_pred_race,278.0,365.0,221.0,298.0,0.14113597246127374,0.8532110091743119,14.113597246127373,0
Race_x_SES,disambig,actadd_Llama-3.1-8B-Instruct_pred_arc,280.0,281.0,217.0,233.0,0.016815034619188873,0.7726872246696035,1.6815034619188873,0
Race_x_SES,disambig,actadd_Llama-3.1-8B-Instruct_pred_qonly,59.0,110.0,88.0,111.0,0.20108695652173902,0.13670694864048338,20.108695652173903,0
Race_x_SES,disambig,actadd_Llama-3.1-8B-Instruct_pred_race,90.0,132.0,148.0,169.0,0.11688311688311681,0.46335697399527187,11.688311688311682,0
Race_x_SES,disambig,baseline_Llama-3.1-8B-Instruct_pred_arc,275.0,275.0,181.0,177.0,-0.004405286343612369,0.9396186440677966,-0.4405286343612369,0
Race_x_SES,disambig,baseline_Llama-3.1-8B-Instruct_pred_qonly,13.0,50.0,29.0,60.0,0.44736842105263164,0.11538461538461539,44.736842105263165,0
Race_x_SES,disambig,baseline_Llama-3.1-8B-Instruct_pred_race,277.0,357.0,222.0,286.0,0.1260945709281962,0.858813700918964,12.609457092819621,0
Race_x_SES,disambig,deberta_base,410.0,412.0,252.0,261.0,0.008239700374531811,0.7595465393794749,0.8239700374531811,0
Race_x_SES,disambig,deberta_large,420.0,418.0,383.0,401.0,0.009864364981504226,0.9677804295942721,0.9864364981504226,0
Race_x_SES,disambig,roberta_base,260.0,245.0,250.0,223.0,-0.042944785276073594,0.3979713603818616,-4.294478527607359,0
Race_x_SES,disambig,roberta_large,419.0,408.0,263.0,254.0,-0.014880952380952328,0.8013126491646778,-1.4880952380952328,0
Race_x_SES,disambig,unifiedqa_baseline_qonly,31.0,136.0,58.0,203.0,0.5841121495327102,0.13484486873508353,58.41121495327102,0
Race_x_SES,disambig,unifiedqa_format_arc,385.0,404.0,255.0,286.0,0.03759398496240607,0.7899761336515513,3.759398496240607,0
Race_x_SES,disambig,unifiedqa_format_race,367.0,402.0,292.0,358.0,0.07117688513037357,0.844272076372315,7.117688513037357,0
Race_x_SES (names),ambig,ablation_Llama-3.1-8B-Instruct_pred_arc,52.0,191.0,52.0,177.0,0.5593220338983051,0.8444810543657331,8.698517298187811,0
Race_x_SES (names),ambig,ablation_Llama-3.1-8B-Instruct_pred_qonly,86.0,162.0,48.0,154.0,0.4044444444444444,0.7793035801863659,8.92594409024031,0
Race_x_SES (names),ambig,ablation_Llama-3.1-8B-Instruct_pred_race,85.0,168.0,101.0,195.0,0.32240437158469937,0.7934537246049661,6.659142212189615,0
Race_x_SES (names),ambig,actadd_Llama-3.1-8B-Instruct_pred_arc,261.0,274.0,228.0,299.0,0.07909604519774005,0.6623211446740859,2.6709062003179627,0
Race_x_SES (names),ambig,actadd_Llama-3.1-8B-Instruct_pred_qonly,282.0,318.0,212.0,288.0,0.10181818181818181,0.6418104851839792,3.6470205144903933,0
Race_x_SES (names),ambig,actadd_Llama-3.1-8B-Instruct_pred_race,147.0,206.0,188.0,194.0,0.08843537414965996,0.7412882787750792,2.28792678634284,0
Race_x_SES (names),ambig,baseline_Llama-3.1-8B-Instruct_pred_arc,33.0,147.0,47.0,204.0,0.62877030162413,0.8447406340057637,9.762247838616714,0
Race_x_SES (names),ambig,baseline_Llama-3.1-8B-Instruct_pred_qonly,53.0,119.0,36.0,134.0,0.47953216374269014,0.7840909090909091,10.353535353535356,0
Race_x_SES (names),ambig,baseline_Llama-3.1-8B-Instruct_pred_race,48.0,105.0,66.0,192.0,0.44525547445255476,0.827745180217938,7.669740150880135,0
Race_x_SES (names),ambig,deberta_base,660.0,843.0,641.0,514.0,0.021068472535741067,0.28162162162162163,1.513513513513507,0
Race_x_SES (names),ambig,deberta_large,629.0,875.0,396.0,544.0,0.1612111292962357,0.33945945945945943,10.648648648648651,0
Race_x_SES (names),ambig,roberta_base,389.0,303.0,576.0,340.0,-0.20024875621890548,0.5654054054054054,-8.702702702702702,0
Race_x_SES (names),ambig,roberta_large,495.0,581.0,427.0,372.0,0.01653333333333329,0.49324324324324326,0.8378378378378357,0
Race_x_SES (names),ambig,unifiedqa_baseline_qonly,82.0,198.0,196.0,269.0,0.25369127516778534,0.7938001660669803,5.231109880985333,0
Race_x_SES (names),ambig,unifiedqa_format_arc,210.0,317.0,219.0,320.0,0.19512195121951215,0.7000562746201463,5.8525604952166566,0
Race_x_SES (names),ambig,unifiedqa_format_race,107.0,201.0,105.0,89.0,0.15537848605577698,0.8617460754613054,2.1481685486091995,0
Race_x_SES (names),disambig,ablation_Llama-3.1-8B-Instruct_pred_arc,884.0,892.0,798.0,803.0,0.0038495706248149464,0.9414862492685782,0.38495706248149464,0
Race_x_SES (names),disambig,ablation_Llama-3.1-8B-Instruct_pred_qonly,80.0,160.0,49.0,151.0,0.4136363636363636,0.10773067331670823,41.36363636363636,0
Race_x_SES (names),disambig,ablation_Llama-3.1-8B-Instruct_pred_race,620.0,752.0,576.0,652.0,0.08000000000000007,0.7445842068483578,8.000000000000007,0
Race_x_SES (names),disambig,actadd_Llama-3.1-8B-Instruct_pred_arc,673.0,719.0,640.0,673.0,0.02920517560073943,0.6547231270358306,2.920517560073943,0
Race_x_SES (names),disambig,actadd_Llama-3.1-8B-Instruct_pred_qonly,281.0,325.0,211.0,300.0,0.11906893464637425,0.185546875,11.906893464637424,0
Race_x_SES (names),disambig,actadd_Llama-3.1-8B-Instruct_pred_race,233.0,339.0,265.0,274.0,0.10351035103510342,0.2856628242074928,10.351035103510341,0
Race_x_SES (names),disambig,baseline_Llama-3.1-8B-Instruct_pred_arc,881.0,894.0,797.0,823.0,0.011487481590574333,0.9259259259259259,1.1487481590574333,0
Race_x_SES (names),disambig,baseline_Llama-3.1-8B-Instruct_pred_qonly,56.0,117.0,33.0,133.0,0.47492625368731556,0.10772104607721046,47.49262536873155,0
Race_x_SES (names),disambig,baseline_Llama-3.1-8B-Instruct_pred_race,619.0,732.0,573.0,665.0,0.07918115102356116,0.7555944055944056,7.918115102356116,0
Race_x_SES (names),disambig,deberta_base,916.0,903.0,565.0,540.0,-0.012995896032831689,0.7521621621621621,-1.2995896032831689,0
Race_x_SES (names),disambig,deberta_large,924.0,926.0,891.0,885.0,-0.0011031439602867676,0.9797297297297297,-0.11031439602867676,0
Race_x_SES (names),disambig,roberta_base,642.0,599.0,632.0,489.0,-0.07874682472480954,0.4743243243243243,-7.874682472480954,0
Race_x_SES (names),disambig,roberta_large,938.0,912.0,751.0,770.0,-0.0020765351527736176,0.8959459459459459,-0.20765351527736176,0
Race_x_SES (names),disambig,unifiedqa_baseline_qonly,82.0,198.0,196.0,269.0,0.25369127516778534,0.10185441461389427,25.369127516778534,0
Race_x_SES (names),disambig,unifiedqa_format_arc,771.0,810.0,602.0,607.0,0.01577060931899643,0.813579163008487,1.5770609318996431,0
Race_x_SES (names),disambig,unifiedqa_format_race,790.0,822.0,665.0,649.0,0.005468215994531844,0.8474477958236659,0.5468215994531844,0
Race_x_gender,ambig,ablation_Llama-3.1-8B-Instruct_pred_arc,57.0,167.0,80.0,59.0,0.24517906336088147,0.7284966342557966,6.656694091249063,0
Race_x_gender,ambig,ablation_Llama-3.1-8B-Instruct_pred_qonly,53.0,181.0,47.0,39.0,0.375,0.6121212121212121,14.545454545454547,0
Race_x_gender,ambig,ablation_Llama-3.1-8B-Instruct_pred_race,55.0,184.0,106.0,82.0,0.24590163934426235,0.675531914893617,7.978723404255322,0
Race_x_gender,ambig,actadd_Llama-3.1-8B-Instruct_pred_arc,96.0,159.0,163.0,115.0,0.02814258911819878,0.6576750160565189,0.9633911368015384,0
Race_x_gender,ambig,actadd_Llama-3.1-8B-Instruct_pred_qonly,93.0,214.0,210.0,117.0,0.04416403785488954,0.6550598476605005,1.523394994559302,0
Race_x_gender,ambig,actadd_Llama-3.1-8B-Instruct_pred_race,133.0,225.0,202.0,124.0,0.020467836257309857,0.5813953488372093,0.8567931456548312,0
Race_x_gender,ambig,baseline_Llama-3.1-8B-Instruct_pred_arc,26.0,70.0,49.0,36.0,0.1712707182320441,0.8348540145985401,2.8284671532846697,0
Race_x_gender,ambig,baseline_Llama-3.1-8B-Instruct_pred_qonly,26.0,125.0,56.0,31.0,0.31092436974789917,0.6555716353111433,10.709117221418236,0
Race_x_gender,ambig,baseline_Llama-3.1-8B-Instruct_pred_race,30.0,89.0,62.0,40.0,0.16742081447963808,0.7772177419354839,3.729838709677421,0
Race_x_gender,ambig,deberta_base,215.0,152.0,288.0,265.0,-0.09347826086956523,0.5900178253119429,-3.832442067736187,0
Race_x_gender,ambig,deberta_large,209.0,506.0,344.0,330.0,0.20374370050395973,0.3810160427807487,12.611408199643495,0
Race_x_gender,ambig,roberta_base,142.0,128.0,205.0,192.0,-0.040479760119940034,0.7027629233511586,-1.2032085561497328,0
Race_x_gender,ambig,roberta_large,243.0,322.0,400.0,265.0,-0.04552845528455285,0.45187165775401067,-2.4955436720142603,0
Race_x_gender,ambig,unifiedqa_baseline_qonly,193.0,255.0,228.0,129.0,-0.04596273291925468,0.6412655971479501,-1.6488413547237086,0
Race_x_gender,ambig,unifiedqa_format_arc,317.0,333.0,324.0,267.0,-0.033037872683319924,0.44696969696969696,-1.8270944741532988,0
Race_x_gender,ambig,unifiedqa_format_race,224.0,199.0,213.0,184.0,-0.06585365853658531,0.6345811051693404,-2.4064171122994638,0
Race_x_gender,disambig,ablation_Llama-3.1-8B-Instruct_pred_arc,413.0,439.0,307.0,310.0,0.019741320626276426,0.9632402995234853,1.9741320626276426,0
Race_x_gender,disambig,ablation_Llama-3.1-8B-Instruct_pred_qonly,53.0,182.0,51.0,36.0,0.35403726708074523,0.19390243902439025,35.40372670807452,0
Race_x_gender,disambig,ablation_Llama-3.1-8B-Instruct_pred_race,436.0,491.0,386.0,352.0,0.012612612612612706,0.9211940298507463,1.2612612612612706,0
Race_x_gender,disambig,actadd_Llama-3.1-8B-Instruct_pred_arc,308.0,352.0,360.0,313.0,-0.0022505626406601476,0.8904208998548622,-0.22505626406601476,0
Race_x_gender,disambig,actadd_Llama-3.1-8B-Instruct_pred_qonly,98.0,208.0,204.0,121.0,0.04278922345483349,0.17162966973470492,4.278922345483349,0
Race_x_gender,disambig,actadd_Llama-3.1-8B-Instruct_pred_race,164.0,254.0,252.0,136.0,-0.032258064516129004,0.44036697247706424,-3.2258064516129004,0
Race_x_gender,disambig,baseline_Llama-3.1-8B-Instruct_pred_arc,297.0,313.0,219.0,207.0,0.0038610038610038533,0.9616122840690979,0.38610038610038533,0
Race_x_gender,disambig,baseline_Llama-3.1-8B-Instruct_pred_qonly,22.0,131.0,63.0,35.0,0.3227091633466135,0.16951566951566951,32.27091633466135,0
Race_x_gender,disambig,baseline_Llama-3.1-8B-Instruct_pred_race,382.0,421.0,297.0,245.0,-0.009665427509293667,0.9454277286135693,-0.9665427509293667,0
Race_x_gender,disambig,deberta_base,506.0,528.0,501.0,474.0,-0.002488800398208091,0.839572192513369,-0.24888003982080908,0
Race_x_gender,disambig,deberta_large,564.0,555.0,526.0,520.0,-0.006928406466512715,0.9478609625668449,-0.6928406466512715,0
Race_x_gender,disambig,roberta_base,472.0,413.0,410.0,382.0,-0.051878354203935606,0.6154188948306596,-5.187835420393561,0
Race_x_gender,disambig,roberta_large,528.0,535.0,517.0,489.0,-0.010149830836152729,0.8654188948306596,-1.014983083615273,0
Race_x_gender,disambig,unifiedqa_baseline_qonly,193.0,255.0,228.0,129.0,-0.04596273291925468,0.1769162210338681,-4.596273291925468,0
Race_x_gender,disambig,unifiedqa_format_arc,552.0,554.0,471.0,443.0,-0.012871287128712883,0.8881461675579323,-1.2871287128712883,0
Race_x_gender,disambig,unifiedqa_format_race,552.0,558.0,524.0,516.0,-0.0009302325581395099,0.9442959001782532,-0.09302325581395099,0
Race_x_gender (names),ambig,ablation_Llama-3.1-8B-Instruct_pred_arc,16.0,25.0,20.0,26.0,0.17241379310344818,0.9280397022332506,1.2406947890818854,0
Race_x_gender (names),ambig,ablation_Llama-3.1-8B-Instruct_pred_qonly,107.0,286.0,61.0,35.0,0.31288343558282206,0.527992277992278,14.768339768339766,0
Race_x_gender (names),ambig,ablation_Llama-3.1-8B-Instruct_pred_race,98.0,237.0,174.0,125.0,0.14195583596214512,0.5345080763582967,6.607929515418502,0
Race_x_gender (names),ambig,actadd_Llama-3.1-8B-Instruct_pred_arc,330.0,413.0,376.0,332.0,0.026878015161957203,0.5621605310802655,1.1768255884127912,0
Race_x_gender (names),ambig,actadd_Llama-3.1-8B-Instruct_pred_qonly,406.0,694.0,550.0,447.0,0.08822126847877931,0.5626694473409802,3.8581856100104317,0
Race_x_gender (names),ambig,actadd_Llama-3.1-8B-Instruct_pred_race,414.0,595.0,527.0,435.0,0.04515474378488071,0.4597039473684211,2.4396929824561377,0
Race_x_gender (names),ambig,baseline_Llama-3.1-8B-Instruct_pred_arc,4.0,10.0,11.0,16.0,0.2682926829268293,0.9573804573804574,1.1434511434511427,0
Race_x_gender (names),ambig,baseline_Llama-3.1-8B-Instruct_pred_qonly,92.0,228.0,60.0,31.0,0.26034063260340634,0.41536273115220484,15.220483641536276,0
Race_x_gender (names),ambig,baseline_Llama-3.1-8B-Instruct_pred_race,51.0,120.0,125.0,69.0,0.03561643835616435,0.5912653975363942,1.4557670772676357,0
Race_x_gender (names),ambig,deberta_base,556.0,537.0,940.0,753.0,-0.07394113424264181,0.5112280701754386,-3.6140350877193,0
Race_x_gender (names),ambig,deberta_large,1033.0,1091.0,1137.0,1134.0,0.012514220705347023,0.22894736842105262,0.9649122807017574,0
Race_x_gender (names),ambig,roberta_base,143.0,107.0,288.0,418.0,0.09832635983263605,0.832280701754386,1.649122807017545,0
Race_x_gender (names),ambig,roberta_large,762.0,743.0,968.0,934.0,-0.015556207807455258,0.40228070175438596,-0.9298245614035101,0
Race_x_gender (names),ambig,unifiedqa_baseline_qonly,666.0,805.0,813.0,420.0,-0.09393491124260356,0.5253642267860278,-4.458486922941899,0
Race_x_gender (names),ambig,unifiedqa_format_arc,895.0,820.0,1050.0,820.0,-0.0850767085076709,0.37050043898156276,-5.355575065847239,0
Race_x_gender (names),ambig,unifiedqa_format_race,651.0,568.0,661.0,561.0,-0.07496927488734129,0.5717543859649122,-3.2105263157894757,0
Race_x_gender (names),disambig,ablation_Llama-3.1-8B-Instruct_pred_arc,1070.0,1066.0,949.0,989.0,0.008836524300441795,0.9813451153657339,0.8836524300441795,0
Race_x_gender (names),disambig,ablation_Llama-3.1-8B-Instruct_pred_qonly,105.0,276.0,63.0,36.0,0.30000000000000004,0.2330754352030948,30.000000000000004,0
Race_x_gender (names),disambig,ablation_Llama-3.1-8B-Instruct_pred_race,1081.0,1230.0,999.0,972.0,0.028491359177954312,0.9080779944289693,2.849135917795431,0
Race_x_gender (names),disambig,actadd_Llama-3.1-8B-Instruct_pred_arc,925.0,1000.0,929.0,934.0,0.021119324181626098,0.8856851237560602,2.11193241816261,0
Race_x_gender (names),disambig,actadd_Llama-3.1-8B-Instruct_pred_qonly,408.0,700.0,547.0,436.0,0.08656145384983271,0.22086017037190941,8.656145384983272,0
